,Names,Streets,Towns,TownsPlanning,Type,Type2
3302,Harpoon Brewery,306 Northern Ave Ste 2 ,"Boston, MA 02210-2367 | Map",306 Northern Ave Ste 2 ,Phone: (617) 574-9551,Type: Regional
3303,Harriet Brewing Company,3036 Minnehaha Ave ,"Minneapolis, MN 55406-1932 | Map",3036 Minnehaha Ave ,Phone: (651) 491-8979,Type: Brewpub
3304,Harsens Island Beer Co.,808 Gratiot Blvd ,"Marysville, MI 48040-1127 | Map",808 Gratiot Blvd ,Type: Brewpub,Harty Brewing Company
3305,Harty Brewing Company, ,",  ", ,Type: Planning,Harty Brewing Company
3306,Harty Brewing Company, ,"Mechanicsburg, PA 17050-4105", ,Type: Planning,www.hartybrewco.com
3307,Harvest Moon Brewery/Cafe,392 George St ,"New Brunswick, NJ 08901-2018 | Map",392 George St ,Phone: (732) 249-6666,Type: Brewpub
3308,Harvest Moon Brewing,PO Box 510 7 5th St S,"Belt, MT 59412-0510 | Map",PO Box 510 7 5th St S,Phone: (406) 277-3188,Type: Micro
3309,Hatchet Head Brewing Co., ,"Mooresville, NC 28117", ,Type: Planning,Hauptstadt Brewing Company
3310,Hauptstadt Brewing Company, ,"Washington, DC 20016", ,Type: Planning,www.hauptstadtbrewing.com
3311,Have Another Brewing Co., ,"Clemmons, NC 27012", ,Type: Planning,Haw River Farmhouse Ales
3312,Haw River Farmhouse Ales,PO Box 390 ,"Saxapahaw, NC 27340-0390 | Map",PO Box 390 ,Phone: (919) 741-9039,Type: Micro
3313,Hawaii Nui Brewing,275 E Kawili St ,"Hilo, HI 96720-5074 | Map",275 E Kawili St ,Phone: (808) 245-8884,Type: Micro
3314,Hawcreek Brewing Co.,11440 N State Road 9 ,"Hope, IN 47246-9642 | Map",11440 N State Road 9 ,Phone: (812) 374-2998,Type: Micro
3315,Hay Camp Brewing Company,201 Main St Ste 109 ,"Rapid City, SD 57701-2840 | Map",201 Main St Ste 109 ,Phone: (970) 412-5286,Type: Micro
3316,Haydts Brewing Co., ,"Palmerton, PA ", ,Type: Planning,Hayes Public House
3317,Hayes Public House,112 1st St S ,"Buffalo, MN 55313-1402 | Map",112 1st St S ,Phone: (763) 746-6389,Type: Micro
3318,Haymarket Pub and Brewery,737 W Randolph St ,"Chicago, IL 60661-2103 | Map",737 W Randolph St ,Phone: (312) 638-0707,Type: Brewpub
3319,Head Brewing Co - Planning, ,"Burbank, CA 91502-1847", ,Type: Planning,HeadBrewers
3320,HeadBrewers, ,"Hawthorne, CA 90250", ,Type: Micro,Headknocker Brewery
3321,Headknocker Brewery, ,"Monroe, WA 98272-8906", ,Phone: (360) 793-6794,Type: Planning
3322,Headlands Brewing Company,16 Forrest St ,"Mill Valley, CA 94941-2003 | Map",16 Forrest St ,Phone: (415) 890-4226,Type: Contract
3323,HeadStrong Brewery, ,"Douglas, WY 82633-2597", ,Phone: (307) 359-8801,Type: Planning
3324,Headworks Brewing, ,"Enumclaw, WA 98022-3525", ,Type: Planning,www.headworksbrewing.com
3325,Heady Hollow Brewing,11069 Allisonville Rd. ,"Fishers, IN 46038-2698 | Map",11069 Allisonville Rd. ,Phone: (319) 863-5165,Type: Brewpub
3326,Healdsburg Beer Co,1670 Stirrup Loop ,"Healdsburg, CA 95448-7048 | Map",1670 Stirrup Loop ,Phone: 707.385.9385,Type: Micro
3327,Heater Allen Brewery,907 NE 10th Ave ,"McMinnville, OR 97128-4003 | Map",907 NE 10th Ave ,Phone: (503) 472-4898,Type: Micro
3328,Heathen Brewing Co.,5612 NE 119th St ,"Vancouver, WA 98686-3475 | Map",5612 NE 119th St ,Phone: (360) 601-7454,Type: Micro
3329,Heavily Brewing Company,2465 Hayes Hill Rd ,"Montour Falls, NY 14865 | Map",2465 Hayes Hill Rd ,Phone: (607) 535-2739,Type: Micro
3330,Heavy Riff Brewing,6413 Clayton Ave ,"Saint Louis, MO 63139-3305 | Map",6413 Clayton Ave ,Phone: (314) 971-6179,Type: Micro
3331,Heavy Seas Beer,4615 Hollins Ferry Rd Ste B ,"Baltimore, MD 21227-4624 | Map",4615 Hollins Ferry Rd Ste B ,Phone: (410) 247-7822,Type: Regional
3332,Heinzelmannchen Brewery,545 Mill St ,"Sylva, NC 28779-5546 | Map",545 Mill St ,Phone: (828) 631-4466,Type: Micro
3333,Heise Bros. Brewing Co., ,"Van Buren, MO 63965", ,Type: Planning,Heist Brewery
3334,Heist Brewery,2901 N Davidson St ,"Charlotte, NC 28205-1078 | Map",2901 N Davidson St ,Phone: (704) 375-8260,Type: Brewpub
3335,Helicon Brewing, ,"Oakdale, PA 15071-1328", ,Phone: (724) 941-4417,Type: Planning
3336,Helio Basin Brewing Company, ,"Phoenix, AZ 85018", ,Phone: (716) 353-3797,Type: Planning
3337,Hellbender Brewing Company,5788 2nd St NE ,"Washington, DC 20011 | Map",5788 2nd St NE ,Type: Micro,www.hellbenderbrewingcompany.com
3338,Hellbent Brewing Company,13035 Lake City Way NE ,"Seattle, WA 98125-4428 | Map",13035 Lake City Way NE ,Phone: (206) 361-3707,Type: Micro
3339,Helltown Brewing,13 Henry C Frick St ,"Mount Pleasant, PA 15666-1343 | Map",13 Henry C Frick St ,Phone: (724) 542-4339,Type: Micro
3340,"Helm's Brewing Company, LLC",5640 Kearny Mesa Rd Ste C ,"San Diego, CA 92111-1312 | Map",5640 Kearny Mesa Rd Ste C ,Phone: (858) 384-2772,Type: Micro
3341,Helton Brewing Company, ,"Phoenix, AZ ", ,Type: Planning,www.heltonbrewingcompany.com
3342,Hemlock State Brewing Company,18305 Sunnyside Ave N ,"Seattle, WA 98133-4627 | Map",18305 Sunnyside Ave N ,Phone: (206) 226-1028,Type: Micro
3343,HenHouse Brewing,1326 Ross St Ste D ,"Petaluma, CA 94954-6545 | Map",1326 Ross St Ste D ,Type: Proprietor,www.henhousebrewing.com
3344,Henneberg Brewing Company,2001 Delphi Rd ,"New Woodstock, NY 13122-9768 | Map",2001 Delphi Rd ,Phone: (315) 760-6629,Type: Micro
3345,"Henniker Brewing Company, LLC",129 Centervale Rd ,"Henniker, NH 03242-3280 | Map",129 Centervale Rd ,Phone: (603) 428-3579,Type: Micro
3346,Herbert B. Friendly Brewing,527 Wells Ave S ,"Renton, WA 98057-2703 | Map",527 Wells Ave S ,Phone: (425) 243-4372,Type: Micro
3347,Here, ,",  ", ,Type: Planning,Hereford and Hops Steakhouse and Brewpub
3348,Hereford and Hops Steakhouse and Brewpub,624 Ludington St ,"Escanaba, MI 49829-3844 | Map",624 Ludington St ,Phone: (906) 789-1945,Type: Brewpub
3349,Heretic Brewing Company,1052 Horizon Dr Ste B ,"Fairfield, CA 94533-1694 | Map",1052 Horizon Dr Ste B ,Type: Micro,www.hereticbrewing.com
3350,Heritage Brewing Co,9436 Center Point Ln ,"Manassas, VA 20110-1810 | Map",9436 Center Point Ln ,Type: Micro,www.heritagebrews.com
3351,Herkimer Pub and Brewery,2922 Lyndale Ave S ,"Minneapolis, MN 55408-2110 | Map",2922 Lyndale Ave S ,Phone: (612) 821-0101,Type: Brewpub
3352,Hermiston Brewing Co,125 N 1st St ,"Hermiston, OR 97838-1850 | Map",125 N 1st St ,Phone: (541) 289-7415,Type: Brewpub
3353,"Hermit Thrush Brewery, LLC", ,"Brattleboro, VT 05301", ,Type: Micro,Hermitage Brewing Company
3354,Hermitage Brewing Company,1627 S 7th St ,"San Jose, CA 95112-5932 | Map",1627 S 7th St ,Phone: (408) 291-2966,Type: Micro
3355,Hermitage Hill Farm & Stables, ,"Waynesboro, VA 22980-6498", ,Phone: (540) 490-2609,Type: Planning
3356,Heroes Restaurant and Brewery,3397 Mission Inn Ave ,"Riverside, CA 92501-3302 | Map",3397 Mission Inn Ave ,Phone: (951) 248-0722,Type: Brewpub
3357,Heroic Aleworks, ,"Woodbridge, VA 22191", ,Type: Planning,www.heroicaleworks.com
3358,"Hi Sign Brewing, LLC", ,"Dallas, TX 75206", ,Type: Planning,www.hisignbrewing.com
3359,Hidden Cove Brewing Co,73 Mile Rd ,"Wells, ME 04090-4135 | Map",73 Mile Rd ,Phone: (207) 646-0228,Type: Micro
3360,Hidden River Brewing Co,1808 W. Schuylkill Rd. ,"Douglassville, PA 19518-9101 | Map",1808 W. Schuylkill Rd. ,Phone: (484) 273-2266,Type: Brewpub
3361,Hidden Sands Brewing Company LLC, ,"Egg Harbor Township, NJ 08234-3807", ,Type: Planning,www.aibrew.com
3362,Hideaway Park Brewery,PO Box 1885 78927 US Highway 40,"Winter Park, CO 80482-1885 | Map",PO Box 1885 78927 US Highway 40,Phone: (970) 363-7312,Type: Micro
3363,Hideout Brewing Co,3113 Plaza Dr NE ,"Grand Rapids, MI 49525-2901 | Map",3113 Plaza Dr NE ,Phone: (616) 361-9658,Type: Brewpub
3364,Hi-Fi Brewing Co,14950 NE 95th St Ste F ,"Redmond, WA 98052-2500 | Map",14950 NE 95th St Ste F ,Phone: (425) 307-1932,Type: Micro
3365,High & Mighty Brewing Co,PO Box 486 ,"Belchertown, MA 01007-0486 | Map",PO Box 486 ,Phone: (413) 323-7790,Type: Contract
3366,High Alpine Brewing Co, ,"Gunnison, CO 81230-2330", ,Phone: (970) 389-9349,Type: Planning
3367,High Altitude Brewing Co-op, ,"Estes Park, CO ", ,Type: Planning,High Cotton Brewing
3368,High Cotton Brewing,598 Monroe Ave ,"Memphis, TN 38103-3214 | Map",598 Monroe Ave ,Phone: (901) 543-4444,Type: Micro
3369,High Desert Brewing Co,1201 W Hadley Ave ,"Las Cruces, NM 88005-2422 | Map",1201 W Hadley Ave ,Phone: (575) 525-6752,Type: Brewpub
3370,"High Gravity Brewing, LLC.", ,"Portland, OR 97225", ,Type: Planning,High Hops Brewery
3371,High Hops Brewery,6461 State Highway 392 ,"Windsor, CO 80550-3010 | Map",6461 State Highway 392 ,Phone: (970) 686-9771,Type: Micro
3372,High Horse Brewery and Bistro,24 N Pleasant St ,"Amherst, MA 01002-1703 | Map",24 N Pleasant St ,Phone: (413) 230-3034,Type: Brewpub
3373,High Noon Brewing Co, ,"Lake Worth, FL 33461-5722", ,Phone: (561) 758-6126,Type: Planning
3374,"High Point Brewing Co, Inc.",22 Park Pl ,"Butler, NJ 07405-1377 | Map",22 Park Pl ,Phone: (973) 838-7400,Type: Micro
3375,High Sierra Brewing Co,865 S Rock Blvd ,"Sparks, NV 89431-5921 | Map",865 S Rock Blvd ,Phone: (775) 398-4200,Type: Brewpub
3376,High Water Brewing,1559 W Mendocino Ave ,"Stockton, CA 95204-2943 | Map",1559 W Mendocino Ave ,Phone: (866) 206-0482,Type: Contract
3377,Higherground Brewing Co,518 1st Ave ,"Hamilton, MT 59840 | Map",518 1st Ave ,Phone: (406) 530-1762,Type: Brewpub
3378,Highland Brewing Co,12 Old Charlotte Hwy Ste H ,"Asheville, NC 28803-9419 | Map",12 Old Charlotte Hwy Ste H ,Phone: (828) 299-3370,Type: Regional
3379,Highland Park Brewery,5125 York Blvd ,"Los Angeles, CA 90042-1715 | Map",5125 York Blvd ,Phone: (323) 739-6459,Type: Micro
3380,Highlands Hollow Brewhouse,2455 N Highlands Holw ,"Boise, ID 83702-0962 | Map",2455 N Highlands Holw ,Phone: (208) 343-6820,Type: Brewpub
3381,Highway 1 Brewing Company,5720 Cabrillo Hwy ,"Pescadero, CA 94060-9725 | Map",5720 Cabrillo Hwy ,Phone: (650) 455-8946,Type: Brewpub
3382,HiHO Brewing Co, ,",  ", ,Type: Planning,HiJinx Brewing Co
3383,HiJinx Brewing Co,905 Harrison St ,"Allentown, PA 18103-3188 | Map",905 Harrison St ,Phone: (484) 714-0080,Type: Micro
3384,Hill Farmstead Brewery,403 Hill Rd ,"Greensborough Bend, VT 05842-8813 | Map",403 Hill Rd ,Phone: (802) 533-7450,Type: Micro
3385,Hillcrest Brewing Company,1458 University Ave ,"San Diego, CA 92103-3405 | Map",1458 University Ave ,Phone: (619) 269-4323,Type: Brewpub
3386,Hilliard's Beer,1550 NW 49th St ,"Seattle, WA 98107-4731 | Map",1550 NW 49th St ,Phone: 206-257-4486,Type: Micro
3387,Hilo Brewing Company, ,",  ", ,Type: Planning,Hilton Head Brewing Co
3388,Hilton Head Brewing Co,1 Cardinal Ct Ste 13 ,"Hilton Head Island, SC 29926 | Map",1 Cardinal Ct Ste 13 ,Phone: (843) 715-3251,Type: Micro
3389,Himmelberger Brewing Co,PO Box 22272 ,"Billings, MT 59104-2272 | Map",PO Box 22272 ,Phone: (406) 252-1200,Type: Micro
3390,Hinterland Brewery,313 Dousman St ,"Green Bay, WI 54303-2713 | Map",313 Dousman St ,Phone: (920) 438-8050,Type: Micro
3391,Historic Brewing Company,4366 E Huntington Dr Bldg 2 ,"Flagstaff, AZ 86004-9400 | Map",4366 E Huntington Dr Bldg 2 ,Phone: (928) 707-0900,Type: Micro
3392,Hitchhiker Brewing Co.,190 Castle Shannon Blvd ,"Pittsburgh, PA 15228-2267 | Map",190 Castle Shannon Blvd ,Phone: (412) 343-1950,Type: Brewpub
3393,Hi-Wire Brewing,197 Hilliard Ave ,"Asheville, NC 28801-3616 | Map",197 Hilliard Ave ,Phone: (828) 575-9675,Type: Micro
3394,Hob Knob Brewing, ,"Huntersville, NC 28078", ,Type: Planning,www.facebook.com/HobKnobBrewery
3395,Hobbs Tavern Brewing Co. ,2415 NH Route 16 ,"West Ossipee, NH 03890 | Map",2415 NH Route 16 ,Phone: (603) 539-2000,Type: Brewpub
3396,Hoboken Craft Brewery LLC, ,",  ", ,Type: Planning,Hofbrauhaus of America LLC
3397,Hofbrauhaus of America LLC,1550 Chester Ave ,"Cleveland, OH 44114-3615 | Map",1550 Chester Ave ,Phone: (216) 621-2337,Type: Brewpub
3398,Hofbrauhaus of America LLC,800 Goodale Blvd ,"Columbus, OH 43212-3825 | Map",800 Goodale Blvd ,Phone: (216) 621-2337,Type: Brewpub
3399,Hofbrauhaus of America LLC,200 E 3rd St ,"Newport, KY 41071-1612 | Map",200 E 3rd St ,Phone: (859) 491-7200,Type: Brewpub
3400,Hofbrauhaus of America LLC,5500 Park Pl ,"Rosemont, IL 60018-3730 | Map",5500 Park Pl ,Phone: (847) 671-2739,Type: Brewpub
3401,Hofbrauhaus of America LLC,3201 S Water St ,"Pittsburgh, PA 15203- | Map",3201 S Water St ,Phone: (412) 224-2328,Type: Brewpub
3402,Hog Haus Brewing Co,430 W Dickson St ,"Fayetteville, AR 72701-5107 | Map",430 W Dickson St ,Phone: (479) 521-2739,Type: Brewpub
3403,Hogshead Brewery,4430 W 29th Ave ,"Denver, CO 80212-3015 | Map",4430 W 29th Ave ,Phone: (303) 886-9655,Type: Micro
3404,Hoh River Brewery,2442 Mottman Rd SW ,"Tumwater, WA 98512-6219 | Map",2442 Mottman Rd SW ,Phone: (360) 705-4000,Type: Micro
3405,Hoi Polloi Brewpub and Beat Lounge,1763 Alcatraz Ave ,"Berkeley, CA 94703-2741 | Map",1763 Alcatraz Ave ,Phone: (510) 858-7334,Type: Micro
3406,Hoku Brewing Company,580 N Nimitz Hwy ,"Honolulu, HI 96817-5916 | Map",580 N Nimitz Hwy ,Phone: (808) 548-3240,Type: Brewpub
3407,Hollidaily Brewing Co, ,"Golden, CO 80403-8026", ,Type: Planning,www.holidailybrewing.com
3408,Hollister Brewing Co,6980 Market Place Dr ,"Goleta, CA 93117-2997 | Map",6980 Market Place Dr ,Phone: (805) 968-2810,Type: Brewpub
3409,Hollywood Beach Brewing Co,527 N Rice Ave # B ,"Oxnard, CA 93030-8924 | Map",527 N Rice Ave # B ,Type: Contract,www.hbbrewing.com
3410,Hollywood Brewing Co,3410 North 29th Ave ,"Hollywood, FL 33020-1002 | Map",3410 North 29th Ave ,Phone: (305) 414-4757,Type: Brewpub
3411,Hollywood Organic Brewery and Restaurant,290 N Broadwalk ,"Hollywood, FL 33019-1787 | Map",290 N Broadwalk ,Phone: (954) 674-9674,Type: Brewpub
3412,Holston River Brewing Company,2623 Volunteer Parkway ,"Bristol, TN 37620-1570 | Map",2623 Volunteer Parkway ,Phone: (423) 797-1403,Type: Micro
3413,Holy City Brewing,4155 Dorchester Rd Ste C ,"Charleston, SC 29405-7486 | Map",4155 Dorchester Rd Ste C ,Phone: (843) 225-6089,Type: Micro
3414,Holy Craft Brewing Co, ,"San Francisco, CA ", ,Phone: (415) 269-0738,Type: Micro
3415,Holy Mountain Brewing Co,1421 Elliott Ave W ,"Seattle, WA 98119 | Map",1421 Elliott Ave W ,Type: Micro,www.holymountainbrewery.com
3416,Home of the Brave Beverage Co,PO Box 25204 ,"Honolulu, HI 96825-0204 | Map",PO Box 25204 ,Phone: (808) 396-8112,Type: Contract
3417,Home Republic,328 Laskin Rd. ,"Virginia Beach, VA 23451-3020 | Map",328 Laskin Rd. ,Phone: (757) 226-9593,Type: Micro
3418,HomeGrown Brewing Co, ,"Greensboro, NC 27407", ,Phone: (336) 580-4558,Type: Planning
3419,HomegrownUSA, ,"Marina Del Rey, CA 90292", ,Type: Planning,Homer Brewing Co
3420,Homer Brewing Co,1411 Lake Shore Dr ,"Homer, AK 99603-7945 | Map",1411 Lake Shore Dr ,Phone: (907) 235-3626,Type: Micro
3421,Homestead Beer Co.,811 Irving Wick Dr W ,"Heath, OH 43056-1199 | Map",811 Irving Wick Dr W ,Phone: (740) 358-0360,Type: Micro
3422,Hometown Cellars Winery & Brewery,108 E Center St Ste D ,"Ithaca, MI 48847-1453 | Map",108 E Center St Ste D ,Phone: (989) 875-6010,Type: Micro
3423,Hondo's Brew and Cork Pub,2703 Marine Dr ,"Astoria, OR 97103-2900 | Map",2703 Marine Dr ,Phone: (503) 325 2234,Type: Micro
3424,Honey Hollow Brewery,376 E. Honey Rd. ,"Earlton, NY 12058 | Map",376 E. Honey Rd. ,Phone: 5189665560,Type: Micro
3425,Honey Wagon Brewing,365 Enterprise Way Ste G ,"Tehachapi, CA 93561-1369 | Map",365 Enterprise Way Ste G ,Phone: (661) 822-2337,Type: Micro
3426,Honky Tonk Brewing Co,240 Cumberland Bnd ,"Nashville, TN 37228-1804 | Map",240 Cumberland Bnd ,Phone: (615) 556-8967,Type: Micro
3427,Honolulu BeerWorks,328 Cooke St ,"Honolulu, HI 96813-5531 | Map",328 Cooke St ,Type: Micro,www.honolulubeerworks.com
3428,Hood Canal Brewery,26499 Bond Rd NE ,"Kingston, WA 98346-8477 | Map",26499 Bond Rd NE ,Phone: (360) 297-8316,Type: Brewpub
3429,HooDoo Brewing Co,1951 Fox Ave ,"Fairbanks, AK 99701-2701 | Map",1951 Fox Ave ,Phone: (907) 459-2337,Type: Micro
3430,Hoof Hearted Brewing,PO Box 156 ,"Marengo, OH 43334-0156 | Map",PO Box 156 ,Phone: (419) 253-0000,Type: Micro
3431,Hoops Brewing, ,"Duluth, MN 55804-1842", ,Type: Planning,Hoosier Brewing Company
3432,Hoosier Brewing Company, ,"Fairland, IN ", ,Phone: (317) 835-9705,Type: Regional
3433,HOOTS Beer Co., ,"Winston Salem, NC 27101-1244", ,Type: Planning,Hop Alley Brewing Co
3434,Hop Alley Brewing Co,25 S Main St ,"Alpharetta, GA 30009-1965 | Map",25 S Main St ,Phone: (770) 696-2097,Type: Brewpub
3435,Hop Dogma Brewing Company,30 Avenue Portola Suite 1B,"El Granada, CA 94018 | Map",30 Avenue Portola Suite 1B,Phone: (650) 560-8729,Type: Micro
3436,Hop Farm Brewing Co,5601 Butler St ,"Pittsburgh, PA 15201-2326 | Map",5601 Butler St ,Phone: (412) 726-7912,Type: Micro
3437,Hop Haus Brewing Co,231 S Main St ,"Verona, WI 53593 | Map",231 S Main St ,Phone: (608) 497-3165,Type: Brewpub
3438,Hop Heavy Brewing Co., ,"Antioch, CA 94531-8601", ,Type: Planning,Hop Lot Brewing Co.
3439,Hop Lot Brewing Co.,658 S West Bay Shore Dr ,"Suttons Bay, MI 49682-9587 | Map",658 S West Bay Shore Dr ,Phone: (231) 866-4445,Type: Micro
3440,Hop N' Keg Brewery / The Quarry Steakhouse and Brewpub,29 S. Vernal Ave ,"Vernal, UT 84078-2627 | Map",29 S. Vernal Ave ,Phone: (435) 789-2337,Type: Micro
3441,Hop N' Moose Brewing Co,41 Center St ,"Rutland, VT 05701-4016 | Map",41 Center St ,Phone: (802) 775-7063,Type: Brewpub
3442,Hop Nation Brewing Company,31 N 1st Ave ,"Yakima, WA 98902-2663 | Map",31 N 1st Ave ,Phone: (509) 985-6449,Type: Micro
3443,Hop Nuts Brewing,1120 S Main St Ste 150 ,"Las Vegas, NV 89104-1027 | Map",1120 S Main St Ste 150 ,Phone: (702) 816-5371,Type: Micro
3444,Hop Secret Brewing Co, ,",  ", ,Type: Planning,Hop Valley Brewing Co
3445,Hop Valley Brewing Co,990 W 1st Ave ,"Eugene, OR 97402-4904 | Map",990 W 1st Ave ,Phone: (541) 485-2337,Type: Regional
3446,Hop Valley Brewing Co,980 Kruse Way ,"Springfield, OR 97477-1073 | Map",980 Kruse Way ,Phone: (541) 744-3330,Type: Brewpub
3447,Hoparazzi Brewing Co, ,"Anaheim, CA 92806", ,Type: Planning,HOPCA Brewing Co. LLC
3448,HOPCA Brewing Co. LLC, ,"San Luis Obispo, CA 93401", ,Type: Planning,Hopcat
3449,Hopcat,"1 Ionia Ave SW, Suite 100 ","Grand Rapids, MI 49503-5122 | Map","1 Ionia Ave SW, Suite 100 ",Phone: (616) 458-7000,Type: Brewpub
3450,Hopcat,25 Ionia Ave SW Ste 101 ,"Grand Rapids, MI 49503-4179 | Map",25 Ionia Ave SW Ste 101 ,Phone: (616) 451-4677,Type: Brewpub
3451,Hopfusion Ale Works, ,"Fort Worth, TX 76104", ,Type: Planning,www.hopfusionaleworks.com
3452,Hopkins Ordinary Ale Works,47 Main Street ,"Sperryville, VA 22740-2170 | Map",47 Main Street ,Phone: (540) 987-3383,Type: Micro
3453,Hopothesis Beer Company,730 W Randolph St ,"Chicago, IL 60661-2100 | Map",730 W Randolph St ,Phone: (773) 799-0236,Type: Contract
3454,Hopped Up Brewing Company,10421 E Sprague Ave ,"Spokane, WA 99206-3629 | Map",10421 E Sprague Ave ,Phone: (509) 413-2488,Type: Micro
3455,Hopper's Garage Brewing Company,"303 Main Street, Suite 114 ","Antioch, IL 60002-3027 | Map","303 Main Street, Suite 114 ",Phone: (847) 207-1872,Type: Micro
3456,Hoppers Grill and Brewing Co,890 E Fort Union Blvd ,"Midvale, UT 84047-1745 | Map",890 E Fort Union Blvd ,Phone: (801) 566-0424,Type: Brewpub
3457,Hoppers Grill and Brewing Co,4286 Riverdale Rd ,"Ogden, UT 84405-3512 | Map",4286 Riverdale Rd ,Phone: (801) 622-2320,Type: Brewpub
3458,Hoppin' Frog Brewing Co,1680 E Waterloo Rd Ste F ,"Akron, OH 44306-4523 | Map",1680 E Waterloo Rd Ste F ,Type: Micro,www.hoppinfrog.com
3459,Hopping Gnome Brewing Company,1710 E. Douglas  ,"Wichita, KS 67214-4212 | Map",1710 E. Douglas  ,Type: Micro,www.hoppinggnome.com
3460,Hoppy Brewing Co,6300 Folsom Blvd ,"Sacramento, CA 95819-4619 | Map",6300 Folsom Blvd ,Phone: (916) 451-4677,Type: Brewpub
3461,Hops & Grain Brewing,507 Calles St. Suite 101,"Austin, TX 78702-3954 | Map",507 Calles St. Suite 101,Phone: (512) 914-2467,Type: Micro
3462,Hops Grillhouse and Brewery,3625 Jefferson Davis Hwy ,"Alexandria, VA 22305-3133 | Map",3625 Jefferson Davis Hwy ,Phone: (703) 837-9107,Type: Brewpub
3463,Hopshire Farm and Brewery,1771 Dryden Rd ,"Freeville, NY 13068-5618 | Map",1771 Dryden Rd ,Phone: (607) 539-6513,Type: Micro
3464,Hopsters,292 Centre St. ,"Newton, MA 02458-1618 | Map",292 Centre St. ,Phone: (617) 916-0752,Type: Brewpub
3465,Hopvine Brewing Company,4030 Fox Valley Center Dr ,"Aurora, IL 60504-4109 | Map",4030 Fox Valley Center Dr ,Phone: (815) 577-1900,Type: Brewpub
3466,Hopworks Urban Brewery,2944 SE Powell Blvd ,"Portland, OR 97202-2054 | Map",2944 SE Powell Blvd ,Phone: (503) 232-4677,Type: Micro
3467,Horny Goat Brewing Co,2011 S 1st St ,"Milwaukee, WI 53207-1101 | Map",2011 S 1st St ,Phone: (414) 467-6584,Type: Brewpub
3468,"Horny Toad Brewing Co, LLC",313 Edward St ,"Rowena, TX 76875-3609 | Map",313 Edward St ,Type: Micro,www.hornytoadbrewery.com
3469,Horse & Dragon Brewing Company,124 Racquette Dr ,"Fort Collins, CO 80524-2757 | Map",124 Racquette Dr ,Phone: (970) 631-8038,Type: Micro
3470,Horse Heaven Hills Brewery,PO Box 132 ,"Prosser, WA 99350-0132 | Map",PO Box 132 ,Phone: (509) 781-6400,Type: Micro
3471,Horse Thief Hollow Brewery,10426 S Western Ave ,"Chicago, IL 60643-2508 | Map",10426 S Western Ave ,Phone: (773) 779-2739,Type: Brewpub
3472,Horsefly Brewing Co,846 E Main St ,"Montrose, CO 81401-3938 | Map",846 E Main St ,Phone: (970) 249-6889,Type: Brewpub
3473,Horseheads Brewing Inc,250 Old Ithaca Rd ,"Horseheads, NY 14845-1700 | Map",250 Old Ithaca Rd ,Phone: (607) 739-8468,Type: Micro
3474,Horseshoe Bend Brewing Co,96 Bittersweet Rd ,"Lake Ozark, MO 65049-6754 | Map",96 Bittersweet Rd ,Phone: (573) 281-8683,Type: Micro
3475,Hoster Brewing Co,1523 Alum Creek Drive ,"Columbus, OH 43209-2712 | Map",1523 Alum Creek Drive ,Phone: (614) 221-3606,Type: Contract
